,URL,Nom,Genre,Tete,Coeur,Fond
1035,https://www.olfastory.com/parfum/b-balenciaga-intense,b-balenciaga-intense,0,6,65,23
1036,https://www.olfastory.com/parfum/lhomme-prada,lhomme-prada,1,13,"55, 3, 126, 35","32, 23"
1037,https://www.olfastory.com/parfum/eau-de-rochas-escapade-en-mediterranee,eau-de-rochas-escapade-en-mediterranee,0,"19, 36","38, 43, 17","23, 9, 137"
1038,https://www.olfastory.com/parfum/valentino-donna,valentino-donna,0,"19, 78","55, 7","63, 32, 2"
1039,https://www.olfastory.com/parfum/ck-one-gold,ck-one-gold,2,"22, 19, 30","13, 126, 43","92, 32, 14"
1040,https://www.olfastory.com/parfum/lange-noir,lange-noir,0,"173, 127, 19","55, 202","3, 4, 84"
1041,https://www.olfastory.com/parfum/only-brave-extreme,only-brave-extreme,1,69,4,63
1042,https://www.olfastory.com/parfum/la-femme-prada,la-femme-prada,0,"41, 25","229, 44",2
1043,https://www.olfastory.com/parfum/1-million-prive,1-million-prive,1,"69, 114, 16","131, 254","32, 4"
1044,https://www.olfastory.com/parfum/modern-princess,modern-princess,0,"69, 147","43, 118","9, 85, 141"
1045,https://www.olfastory.com/parfum/bapteme-du-feu,bapteme-du-feu,2,16,75,114
1046,https://www.olfastory.com/parfum/la-petite-robe-noire-intense,la-petite-robe-noire-intense,0,"65, 19, 56","7, 38","2, 9, 32, 53"
1047,https://www.olfastory.com/parfum/hyperbole,hyperbole,0,"173, 19",131,"129, 2, 32"
1048,https://www.olfastory.com/parfum/burberry-men,burberry-men,1,"19, 28, 110, 215","53, 43, 23, 105, 35","9, 2, 3"
1049,https://www.olfastory.com/parfum/la-nuit-tresor-caresse,la-nuit-tresor-caresse,0,"56, 11, 211, 19","7, 43, 127","32, 9, 2, 4"
1050,https://www.olfastory.com/parfum/so-first,so-first,0,"19, 82","43, 41","2, 53"
1051,https://www.olfastory.com/parfum/bonbon-couture,bonbon-couture,0,13,79,2
1052,https://www.olfastory.com/parfum/patchouli-nroses,patchouli-nroses,0,7,7,32
1053,https://www.olfastory.com/parfum/kenzo-world,kenzo-world,0,24,43,107
1054,https://www.olfastory.com/parfum/him-0,him-0,1,"90, 173",62,53
1055,https://www.olfastory.com/parfum/classique-essence-de-parfum,classique-essence-de-parfum,0,"33, 124, 83","43, 38","2, 117, 31"
1056,https://www.olfastory.com/parfum/code-profumo,code-profumo,1,"16, 69, 19","28, 51, 38","4, 117, 280"
1057,https://www.olfastory.com/parfum/so-sweet,so-sweet,0,"8, 56","55, 98","9, 119"
1058,https://www.olfastory.com/parfum/diesel-bad,diesel-bad,1,19,27,131
1059,https://www.olfastory.com/parfum/her-0,her-0,0,43,2,53
1060,https://www.olfastory.com/parfum/miss-dior-absolutely-blooming,miss-dior-absolutely-blooming,0,"56, 147, 143","7, 24",9
1061,https://www.olfastory.com/parfum/amor-amor-flash,amor-amor-flash,0,"69, 197, 16","43, 114","53, 79, 2"
1062,https://www.olfastory.com/parfum/ange-ou-demon-le-secret-edition-bal-dor,ange-ou-demon-le-secret-edition-bal-dor,0,"270, 6, 124","43, 24, 267","9, 32"
1063,https://www.olfastory.com/parfum/fleur-musc-her,fleur-musc-her,0,24,"7, 173","32, 9, 3"
1064,https://www.olfastory.com/parfum/eau-des-merveilles-bleue,eau-des-merveilles-bleue,0,49,18,32
1065,https://www.olfastory.com/parfum/hugo-iced,hugo-iced,1,"110, 6","52, 124",14
1066,https://www.olfastory.com/parfum/gentlemen-only-absolute,gentlemen-only-absolute,1,19,"51, 114, 78","53, 2"
1067,https://www.olfastory.com/parfum/russkaya-kozha,russkaya-kozha,2,27,31,300
1068,https://www.olfastory.com/parfum/le-male-popeye,le-male-popeye,1,"83, 13, 110","30, 117, 3","2, 4, 53"
1069,https://www.olfastory.com/parfum/carbone,carbone,1,"173, 186","126, 22","31, 9, 14"
